"geneId","geneIdNCBI","simplifiedId","simplifiedResistance","geneLength"
1230,"WP_063861837.1",1180,"OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-356",276
1231,"WP_063861820.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1232,"WP_063861812.1",4187,"MULTISPECIES: OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4",276
1233,"WP_063861776.1",1233,"benzylpenicillin-hydrolyzing class D beta-lactamase OXA-22",274
1234,"WP_063861765.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1235,"WP_063861733.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1236,"WP_063861712.1",3009,"MULTISPECIES: carbapenem-hydrolyzing class D beta-lactamase OXA-214",275
1237,"WP_063861677.1",3097,"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280",274
1238,"WP_063861666.1",3097,"OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-280",274
1239,"WP_063861649.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
1240,"WP_063861592.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1241,"WP_063861567.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1242,"WP_063861560.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1243,"WP_063861553.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1244,"WP_063861547.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1245,"WP_063861498.1",1245,"class D beta-lactamase OXA-198",262
1246,"WP_063861316.1",1108,"OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-476",269
1247,"WP_063861309.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
1248,"WP_063861300.1",2142,"OXA-184 family class D beta-lactamase OXA-629",248
1249,"WP_063861272.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
1250,"WP_063861266.1",1100,"OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499",275
1251,"WP_063861237.1",1251,"class D extended-spectrum beta-lactamase OXA-18",275
1252,"WP_063861229.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1253,"WP_063861221.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1254,"WP_063861213.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1255,"WP_063861208.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1256,"WP_063861191.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1257,"WP_063861185.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1258,"WP_063861179.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1259,"WP_063861157.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1260,"WP_063861151.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1261,"WP_063861140.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1262,"WP_063861136.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1263,"WP_063861133.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1264,"WP_063861129.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1265,"WP_063861123.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",273
1266,"WP_063861121.1",3280,"MULTISPECIES: carbapenem-hydrolyzing class D beta-lactamase OXA-58",280
1267,"WP_063861101.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
1268,"WP_063861093.1",1222,"OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-25",275
1269,"WP_063861087.1",1269,"OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159",283
1270,"WP_063861081.1",1269,"OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-159",283
1271,"WP_063861067.1",1271,"OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-155",292
1272,"WP_063861062.1",1271,"OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-155",292
1273,"WP_063861050.1",2224,"OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-151",285
1274,"WP_063861049.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1275,"WP_063861048.1",4522,"MULTISPECIES: oxacillin-hydrolyzing class D beta-lactamase OXA-2",275
1276,"WP_063861047.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1277,"WP_063861046.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1278,"WP_063861045.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
1279,"WP_063861044.1",1102,"OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-483",274
1280,"WP_063861043.1",1221,"OXA-10 family class D beta-lactamase OXA-251",265
1281,"WP_063861042.1",1100,"OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499",275
1282,"WP_063861041.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
1283,"WP_063861039.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1284,"WP_063861037.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1285,"WP_063861036.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1286,"WP_063861035.1",1221,"OXA-10 family class D beta-lactamase OXA-251",266
1287,"WP_063861034.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1288,"WP_063861033.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1289,"WP_063861032.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1290,"WP_063861031.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1291,"WP_063861030.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1292,"WP_063861029.1",1292,"oxacillin-hydrolyzing class D beta-lactamase OXA-12",264
1293,"WP_063861004.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1294,"WP_063860980.1",2150,"class D beta-lactamase OXA-114c",275
1295,"WP_063860941.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1296,"WP_063860940.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1297,"WP_063860938.1",383,"OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-561",274
1298,"WP_063860936.1",1300,"class A beta-lactamase ORN-4",291
1299,"WP_063860935.1",1300,"class A beta-lactamase ORN-4",291
1300,"WP_063860934.1",1300,"class A beta-lactamase ORN-4",291
1301,"WP_063860933.1",1300,"class A beta-lactamase ORN-4",291
1302,"WP_063860932.1",1300,"class A beta-lactamase ORN-4",291
1303,"WP_063860931.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1304,"WP_063860917.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1305,"WP_063860916.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1306,"WP_063860914.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1307,"WP_063860909.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1308,"WP_063860908.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1309,"WP_063860907.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1310,"WP_063860906.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1311,"WP_063860905.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1312,"WP_063860904.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1313,"WP_063860903.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1314,"WP_063860902.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",281
1315,"WP_063860897.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1316,"WP_063860896.1",1305,"MULTISPECIES: class A broad-spectrum beta-lactamase OKP-B-3",286
1317,"WP_063860893.1",1317,"class C extended-spectrum beta-lactamase OCH-6",390
1318,"WP_063860892.1",1317,"class C extended-spectrum beta-lactamase OCH-6",390
1319,"WP_063860891.1",1317,"class C extended-spectrum beta-lactamase OCH-6",390
1320,"WP_063860890.1",1317,"class C extended-spectrum beta-lactamase OCH-6",390
1321,"WP_063860889.1",1317,"class C extended-spectrum beta-lactamase OCH-6",390
1322,"WP_063860861.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1323,"WP_063860860.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1324,"WP_063860859.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1325,"WP_063860858.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1326,"WP_063860857.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1327,"WP_063860856.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1328,"WP_063860855.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1329,"WP_063860854.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1330,"WP_063860853.1",434,"subclass B1 metallo-beta-lactamase NDM-18",270
1331,"WP_063860852.1",1331,"subclass B1 metallo-beta-lactamase MUS-2",246
1332,"WP_063860850.1",1332,"CMY-1/MOX family class C beta-lactamase MOX-7",383
1333,"WP_063860849.1",1332,"CMY-1/MOX family class C beta-lactamase MOX-7",383
1334,"WP_063860848.1",1332,"CMY-1/MOX family class C beta-lactamase MOX-7",383
1335,"WP_063860847.1",3733,"CMY-1/MOX family class C beta-lactamase MOX-3",382
1336,"WP_063860845.1",3733,"CMY-1/MOX family class C beta-lactamase MOX-3",382
1337,"WP_063860841.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
1338,"WP_063860838.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
1339,"WP_063860837.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
1340,"WP_063860836.1",2145,"MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase MIR-5",381
1341,"WP_063860835.1",1341,"subclass B3 metallo-beta-lactamase MBL1b",289
1342,"WP_063860834.1",1343,"MULTISPECIES: MAL/CKO family class A beta-lactamase MAL-1",299
1343,"WP_063860833.1",1343,"MULTISPECIES: MAL/CKO family class A beta-lactamase MAL-1",300
1344,"WP_063860826.1",280,"class A beta-lactamase SHV-200",286
1345,"WP_063860800.1",1345,"class A beta-lactamase LEN-15",279
1346,"WP_063860799.1",1345,"class A beta-lactamase LEN-15",279
1347,"WP_063860798.1",43,"class C beta-lactamase CMY-163",381
1348,"WP_063860797.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1349,"WP_063860729.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1350,"WP_063860723.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1351,"WP_063860641.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1352,"WP_063860640.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1353,"WP_063860639.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1354,"WP_063860638.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1355,"WP_063860637.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1356,"WP_063860636.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",291
1357,"WP_063860635.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1358,"WP_063860634.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1359,"WP_063860633.1",251,"carbapenem-hydrolyzing class A beta-lactamase KPC-33",293
1360,"WP_063860632.1",1360,"subclass B1 metallo-beta-lactamase IND-9",239
1361,"WP_063860631.1",1361,"subclass B1 metallo-beta-lactamase IND-8",239
1362,"WP_063860627.1",1362,"subclass B1 metallo-beta-lactamase IND-4",242
1363,"WP_063860626.1",1365,"subclass B1 metallo-beta-lactamase IND-14",239
1364,"WP_063860625.1",2369,"subclass B1 metallo-beta-lactamase IND-2",243
1365,"WP_063860624.1",1365,"subclass B1 metallo-beta-lactamase IND-14",239
1366,"WP_063860623.1",2369,"subclass B1 metallo-beta-lactamase IND-2",243
1367,"WP_063860622.1",2369,"subclass B1 metallo-beta-lactamase IND-2",243
1368,"WP_063860621.1",1361,"subclass B1 metallo-beta-lactamase IND-8",239
1369,"WP_063860620.1",1361,"subclass B1 metallo-beta-lactamase IND-8",239
1370,"WP_063860618.1",3760,"subclass B1 metallo-beta-lactamase IMP-21",246
1371,"WP_063860617.1",1388,"subclass B1 metallo-beta-lactamase IMP-32",246
1372,"WP_063860616.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1373,"WP_063860615.1",1388,"subclass B1 metallo-beta-lactamase IMP-32",246
1374,"WP_063860614.1",1379,"MULTISPECIES: subclass B1 metallo-beta-lactamase IMP-45",245
1375,"WP_063860613.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1376,"WP_063860612.1",628,"subclass B1 metallo-beta-lactamase IMP-62",246
1377,"WP_063860610.1",1388,"subclass B1 metallo-beta-lactamase IMP-32",246
1378,"WP_063860609.1",1388,"subclass B1 metallo-beta-lactamase IMP-32",246
1379,"WP_063860608.1",1379,"MULTISPECIES: subclass B1 metallo-beta-lactamase IMP-45",245
1380,"WP_063860607.1",3760,"subclass B1 metallo-beta-lactamase IMP-21",245
1381,"WP_063860606.1",628,"subclass B1 metallo-beta-lactamase IMP-62",246
1382,"WP_063860603.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1383,"WP_063860601.1",3760,"subclass B1 metallo-beta-lactamase IMP-21",245
1384,"WP_063860598.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1385,"WP_063860593.1",2885,"MULTISPECIES: subclass B1 metallo-beta-lactamase IMP-8",248
1386,"WP_063860592.1",2604,"subclass B1 metallo-beta-lactamase IMP-31",246
1387,"WP_063860591.1",2885,"MULTISPECIES: subclass B1 metallo-beta-lactamase IMP-8",246
1388,"WP_063860590.1",1388,"subclass B1 metallo-beta-lactamase IMP-32",246
1389,"WP_063860589.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1390,"WP_063860588.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1391,"WP_063860587.1",628,"subclass B1 metallo-beta-lactamase IMP-62",246
1392,"WP_063860586.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1393,"WP_063860585.1",324,"subclass B1 metallo-beta-lactamase IMP-67",246
1394,"WP_063860584.1",15,"subclass B1 metallo-beta-lactamase IMP-76",246
1395,"WP_063860583.1",2885,"MULTISPECIES: subclass B1 metallo-beta-lactamase IMP-8",246
1396,"WP_063860573.1",3760,"subclass B1 metallo-beta-lactamase IMP-21",245
1397,"WP_063860572.1",1397,"carbapenem-hydrolyzing class A beta-lactamase IMI-8",292
1398,"WP_063860571.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
1399,"WP_063860570.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
1400,"WP_063860569.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
1401,"WP_063860568.1",255,"carbapenem-hydrolyzing class A beta-lactamase IMI-17",292
1402,"WP_063860567.1",1403,"class A beta-lactamase HER-6",290
1403,"WP_063860566.1",1403,"class A beta-lactamase HER-6",290
1404,"WP_063860565.1",1403,"class A beta-lactamase HER-6",290
1405,"WP_063860564.1",1403,"class A beta-lactamase HER-6",290
1406,"WP_063860563.1",1403,"class A beta-lactamase HER-6",290
1407,"WP_063860561.1",3772,"subclass B3 metallo-beta-lactamase GOB-14",290
1408,"WP_063860523.1",3772,"subclass B3 metallo-beta-lactamase GOB-14",290
1409,"WP_063860522.1",1409,"subclass B1 metallo-beta-lactamase GIM-2",250
1410,"WP_063860517.1",1411,"class A beta-lactamase GES-30",287
1411,"WP_063860516.1",1411,"class A beta-lactamase GES-30",287
1412,"WP_063860515.1",1411,"class A beta-lactamase GES-30",287
1413,"WP_063860514.1",1411,"class A beta-lactamase GES-30",287
1414,"WP_063860513.1",1411,"class A beta-lactamase GES-30",287
1415,"WP_063860512.1",1411,"class A beta-lactamase GES-30",287
1416,"WP_063860510.1",1411,"class A beta-lactamase GES-30",287
1417,"WP_063860509.1",1411,"class A beta-lactamase GES-30",287
1418,"WP_063860508.1",1411,"class A beta-lactamase GES-30",287
1419,"WP_063860506.1",1411,"class A beta-lactamase GES-30",287
1420,"WP_063860505.1",1411,"class A beta-lactamase GES-30",287
1421,"WP_063860504.1",1411,"class A beta-lactamase GES-30",287
1422,"WP_063860503.1",1411,"class A beta-lactamase GES-30",287
1423,"WP_063860502.1",1411,"class A beta-lactamase GES-30",287
1424,"WP_063860501.1",1411,"class A beta-lactamase GES-30",287
1425,"WP_063860500.1",1411,"class A beta-lactamase GES-30",287
1426,"WP_063860498.1",330,"carbapenem-hydrolyzing class A beta-lactamase FRI-2",294
1427,"WP_063860497.1",1429,"cephalosporin-hydrolyzing class C beta-lactamase FOX-12",382
1428,"WP_063860496.1",1429,"cephalosporin-hydrolyzing class C beta-lactamase FOX-12",382
1429,"WP_063860495.1",1429,"cephalosporin-hydrolyzing class C beta-lactamase FOX-12",379
1430,"WP_063860493.1",2257,"class A beta-lactamase FONA-1",295
1431,"WP_063860492.1",2257,"class A beta-lactamase FONA-1",295
1432,"WP_063860491.1",2257,"class A beta-lactamase FONA-1",295
1433,"WP_063860490.1",2257,"class A beta-lactamase FONA-1",295
1434,"WP_063860489.1",2257,"class A beta-lactamase FONA-1",295
1435,"WP_063860467.1",1435,"subclass B3 metallo-beta-lactamase ESP-1",290
1436,"WP_063860454.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
1437,"WP_063860263.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
1438,"WP_063860256.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
1439,"WP_063860248.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
1440,"WP_063860233.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
1441,"WP_063860228.1",1438,"class C extended-spectrum beta-lactamase EC-18",377
1442,"WP_063860216.1",1442,"subclass B1 metallo-beta-lactamase EBR-1",235
1443,"WP_063860203.1",1443,"MULTISPECIES: subclass B1 metallo-beta-lactamase DIM-1",251
1444,"WP_063860162.1",1448,"class C beta-lactamase DHA-21",379
1445,"WP_063860155.1",1448,"class C beta-lactamase DHA-21",379
1446,"WP_063860114.1",1448,"class C beta-lactamase DHA-21",379
1447,"WP_063860108.1",1448,"class C beta-lactamase DHA-21",379
1448,"WP_063860105.1",1448,"class C beta-lactamase DHA-21",379
